"doc_id","nppes_provider_city","nppes_provider_state","number_of_hcpcs","total_services","total_medicare_allowed_amt","number_of_drug_hcpcs","total_drug_services","total_drug_medicare_allowed_amt","number_of_med_hcpcs","total_med_services","total_med_medicare_allowed_amt","beneficiary_average_risk_score","top_hcpcs_code_1","top_hcpcs_code_2","top_hcpcs_code_3","top_hcpcs_code_diff_submitted_received_amt_1","top_hcpcs_code_diff_submitted_received_amt_2","top_hcpcs_code_diff_submitted_received_amt_3"
"GH0018701","HERSHEY","PA",34,489,41953.05,0,0,0,34,489,41953.05,1.6261,"99205","99214","99215",0.2877989,0.2615816,0.2570325
"JY6830638","BRUNSWICK","GA",37,1747,157038.57,NA,NA,NA,NA,NA,NA,1.6197,"99223","99222","99232",0.5245754,0.5078565,0.5069273
"YX4858366","WEST PALM BEACH","FL",44,2400,143898.94,2,1411,7032.53,42,989,136866.41,2.0199,"99231","99221","95951",0.3294972,0.3279228,0.3264398
"ZD6079172","BALTIMORE","MD",50,2845,222019.09,NA,NA,NA,NA,NA,NA,1.9432,"95913","95912","95822",0.5344284,0.4877903,0.4148673
"TF1167899","OMAHA","NE",31,761,74795.76,0,0,0,31,761,74795.76,2.0002,"99213","99204","99221",0.2997753,0.2860508,0.2826038
"FM1758738","COLUMBUS","OH",12,342,49496.88,0,0,0,12,342,49496.88,1.4328,"99214","99215","99205",0.3520286,0.3513705,0.3290698
"YC5172488","DETROIT","MI",28,502,46438.71,0,0,0,28,502,46438.71,2.59,"99233","99222","99231",0.4912055,0.4853845,0.4774459
"DD3995929","MOUNT PLEASANT","WI",21,668,61806.95,0,0,0,21,668,61806.95,1.7174,"99223","99232","99213",0.3937913,0.379931,0.346409
"DH6031689","MENLO PARK","CA",26,2092,72744.99,NA,NA,NA,NA,NA,NA,1.4159,"99214","99204","99223",0.3845035,0.3769421,0.3587912
"CC3499910","SPRINGFIELD","OR",16,372,27653.32,0,0,0,16,372,27653.32,1.2358,"99214","99213","99215",0.6620507,0.6561672,0.5574479
"IO7206916","BURLINGTON","VT",37,830,76470.74,0,0,0,37,830,76470.74,1.2929,"94010","99204","99205",0.6935,0.5105525,0.3279137
"HU5706324","SANTA BARBARA","CA",15,688,76549.81,0,0,0,15,688,76549.81,1.6062,"99223","99215","99214",0.5541017,0.4953652,0.4798807
"CG2451642","NASHVILLE","TN",10,382,53803.11,0,0,0,10,382,53803.11,1.7933,"99233","99232","99291",0.4012093,0.4006667,0.3996253
"UY1234744","KAILUA","HI",11,625,64296.71,NA,NA,NA,NA,NA,NA,1.5804,"99233","99223","99204",0.3969794,0.3865677,0.3829189
"PU5905515","GRAND RAPIDS","MI",17,858,108007.96,0,0,0,17,858,108007.96,1.8067,"99221","99233","99205",0.4156614,0.3647059,0.3635361
"UI9532306","COLUMBUS","OH",15,329,36055.27,0,0,0,15,329,36055.27,1.5914,"99204","99205","99215",0.342759,0.3385814,0.3205006
"TH5551800","COLUMBUS","OH",26,1188,127195.39,0,0,0,26,1188,127195.39,1.6462,"95910","95909","95813",0.5420638,0.5026128,0.4110345
"VO0790314","MIAMI","FL",23,1015,68767.89,0,0,0,23,1015,68767.89,1.6343,"95864","95861","G0453",0.3166786,0.2802857,0.2729892
"YS3588946","LANSING","MI",15,153,21637.01,NA,NA,NA,NA,NA,NA,1.0223,"99205","99204","99214",0.4916012,0.4911278,0.4835481
"BP5019710","ROYAL OAK","MI",26,206,26637.98,0,0,0,26,206,26637.98,1.9931,"99232","99233","99231",0.3486951,0.3305919,0.2802804
"EQ9250010","COLUMBUS","OH",21,467,52615.75,0,0,0,21,467,52615.75,1.985,"95813","99215","95816",0.4110345,0.4094776,0.4000564
"UN4579798","TYLER","TX",17,665,99454.06,0,0,0,17,665,99454.06,1.3223,"95819","99205","95886",0.6972448,0.691244,0.6909618
"UD4608313","RALEIGH","NC",40,9568,187384.2,9,8609,43343.36,31,959,144040.84,1.2521,"95819","99215","95816",0.5263389,0.427313,0.409327
"TA0279808","VOORHEES","NJ",9,232,35062.97,0,0,0,9,232,35062.97,1.87,"99215","99223","99231",0.6921714,0.6493115,0.5914378
"AI1479770","OCEANSIDE","CA",34,2861,175906.73,3,1337,13912.25,31,1524,161994.48,1.7129,"99231","99232","99239",0.7842066,0.7752926,0.7732401
"ZO4212650","COLDWATER","MI",21,2978,293163.01,0,0,0,21,2978,293163.01,1.38,"92546","99204","99213",0.4903491,0.4661916,0.4607829
"PG9968159","CHICAGO","IL",107,21375,691019.97,52,20179,602827.45,55,1196,88192.52,1.8372,"99213","99215","99205",0.2781784,0.2727156,0.2668139
"LT4693542","MERRERO","LA",20,618,55468.47,0,0,0,20,618,55468.47,1.8737,"99223","99233","99232",0.4734837,0.4671549,0.4655009
"YZ4844899","LANCASTER","OH",30,3255,117313.86,3,2466,31277.1,27,789,86036.76,1.5029,"99231","99223","95819",0.5338596,0.5325008,0.5280391
"HE0012866","CINCINNATI","OH",16,449,41046.19,0,0,0,16,449,41046.19,1.7055,"99238","99223","99232",0.3241739,0.3217897,0.3172419
"HQ7659604","LEBANON","NH",25,1261,122101.67,0,0,0,25,1261,122101.67,1.3779,"99212","99213","99214",0.6050784,0.5797864,0.577053
"HE1466703","CLEARWATER","FL",43,19176,333217.53,4,17506,97549.55,39,1670,235667.98,1.3861,"J0585","99215","99233",0.6317842,0.5333922,0.4700571
"SO3490245","MELBOURNE","FL",38,5007,357475.8,3,1871,10177.45,35,3136,347298.35,1.7801,"99232","99233","64405",0.5715,0.5484,0.540806
"SU4498589","CHANDLER","AZ",41,6001,350400.77,4,3567,19550.3,37,2434,330850.47,1.6708,"J0670","92546","93272",0.4231818,0.4017,0.3972
"WZ6708522","NEWARK","DE",15,688,54316.04,0,0,0,15,688,54316.04,1.2853,"95813","99214","95911",0.2471482,0.2467469,0.2435144
"OV9029602","MISSOULA","MT",30,1103,133029.94,NA,NA,NA,NA,NA,NA,1.1254,"99214","99204","99203",0.4180102,0.3791315,0.3444505
"GY5956687","WESTON","FL",59,12872,169562.29,4,12149,69463.32,55,723,100098.97,1.4494,"95923","99204","99213",0.3747124,0.3530811,0.3515205
"WP1981629","SPARTANBURG","SC",27,1723,46548.97,5,1234,6637.47,22,489,39911.5,1.1947,"99204","99214","99213",0.2713929,0.2351176,0.2139506
"YL2293292","PAWTUCKET","RI",20,656,50907.63,NA,NA,NA,NA,NA,NA,2.0247,"99204","99223","99232",0.6376022,0.5864205,0.5827
"LN2375708","PORTLAND","OR",26,1136,86469.08,NA,NA,NA,NA,NA,NA,1.4146,"95886","99205","99223",0.3550936,0.3515395,0.3510307
"QA6998246","ENGLEWOOD","NJ",40,6705,246390.43,1,4960,27084.52,39,1745,219305.91,1.4544,"77003","99232","72275",0.7840841,0.7840807,0.7840547
"IO9774177","LUMBERTON","NJ",20,1633,155205.93,NA,NA,NA,NA,NA,NA,1.6005,"99204","99223","99213",0.2901072,0.2842732,0.2799545
"IP2793467","PORTLAND","OR",20,218,30592.6,0,0,0,20,218,30592.6,1.2427,"99214","99215","99205",0.5653261,0.5458053,0.4853456
"WT5030989","BROOKLYN","NY",40,3227,161506.17,4,821,6882.96,36,2406,154623.21,1.471,"97116","97110","97140",0.7839147,0.7634246,0.7593555
"XL3147309","LUBBOCK","TX",14,595,76202.57,0,0,0,14,595,76202.57,1.7245,"95970","99233","99232",0.5716973,0.4833537,0.4784348
"UC1305364","ROCHESTER","MN",12,233,30377.72,0,0,0,12,233,30377.72,1.3217,"99204","99213","99214",0.6641083,0.6375505,0.6248327
"HC6389205","SAN JUAN","PR",19,2121,192230.04,NA,NA,NA,NA,NA,NA,1.4005,"95957","95913","99214",0.7839732,0.7825611,0.7809965
"KS8610630","PALM COAST","FL",17,173,19341.48,0,0,0,17,173,19341.48,1.2252,"99203","95911","95886",0.5600475,0.5599949,0.5384789
"FL5646233","ROCKVILLE","MD",24,2220,450474.95,0,0,0,24,2220,450474.95,1.2486,"99214","95886","95816",0.4650378,0.4581607,0.439099
"GS4291481","FAIRLAWN","OH",15,347,32511.33,0,0,0,15,347,32511.33,1.694,"99223","99232","99222",0.5609609,0.558,0.5578646
"RM2083001","AUGUSTA","GA",7,155,22964.81,0,0,0,7,155,22964.81,0.9965,"99215","99205","95886",0.5469345,0.5359152,0.2694
"XW2987772","IOWA CITY","IA",22,300,23391.75,0,0,0,22,300,23391.75,1.1714,"99215","99214","99213",0.1830506,0.1725082,0.1531495
"YC7031867","BROOKLYN","NY",14,1002,159216.29,0,0,0,14,1002,159216.29,1.3324,"99205","99204","99214",0.5832704,0.5672692,0.4704728
"QH6708062","SAN GABRIEL","CA",28,2965,293945.97,NA,NA,NA,NA,NA,NA,2.2608,"95819","99222","99204",0.5764303,0.5755,0.5372564
"VA2607170","WHITE PLAINS","NY",21,960,451598.02,0,0,0,21,960,451598.02,1.5211,"99231","99215","99233",0.7777024,0.674313,0.663366
"NO2243161","NEW HAVEN","CT",16,565,65470.48,0,0,0,16,565,65470.48,1.837,"99219","99221","99233",0.2720964,0.2601377,0.254422
"OO7030883","REDDING","CA",16,3903,1929828.39,0,0,0,16,3903,1929828.39,1.0895,"95807","99214","99202",0.7610106,0.7466505,0.6471301
"JV9465830","BROOKLYN","NY",55,4123,387783,5,28,226.32,50,4095,387556.68,1.478,"95816","95810","92545",0.7777425,0.775451,0.7671403
"QR4040986","HOLLYWOOD","FL",14,495,64779.05,0,0,0,14,495,64779.05,1.3952,"99214","99204","99215",0.5325745,0.4408719,0.4355047
"PJ6736040","NEW YORK","NY",10,132,21498.55,0,0,0,10,132,21498.55,1.5039,"99215","99214","99205",0.4798847,0.455616,0.455175
"DP3027107","ST PETERSBURG","FL",41,2227,240961.07,5,204,469.08,36,2023,240491.99,1.6191,"99232","99233","95819",0.5846322,0.5389174,0.5350588
"VX2019213","HUNTERSVILLE","NC",23,1600,210536.38,NA,NA,NA,NA,NA,NA,1.27,"99223","95913","99205",0.3823704,0.3767184,0.3720974
"OM1308307","WYOMISSING","PA",16,1434,211873.26,NA,NA,NA,NA,NA,NA,1.0844,"99214","99204","99213",0.4915309,0.4725702,0.4531748
"EO1641485","TOLEDO","OH",31,483,38665.39,0,0,0,31,483,38665.39,1.9588,"99225","99232","99222",0.4553659,0.4018341,0.3866787
"WS3026503","MELBOURNE","FL",61,2765,206351.65,NA,NA,NA,NA,NA,NA,1.6925,"82607","82746","84443",0.4797619,0.4795122,0.4780851
"WL1002512","BOSTON","MA",3,61,5966.33,0,0,0,3,61,5966.33,1.9252,"99214",NA,NA,0.2169034,NA,NA
"JT5219889","AMES","IA",81,31588,376996.31,4,29943,242557.04,77,1645,134439.27,1.5803,"J0475","99231","J0585",0.5850529,0.4878333,0.4780655
"YX3414819","MAPLEWOOD","MN",29,2278,145393.94,NA,NA,NA,NA,NA,NA,1.6175,"95910","95908","95816",0.2871697,0.2805155,0.2791885
"PT4147798","DALLAS","TX",35,2106,471944.28,1,325,637.71,34,1781,471306.57,1.9181,"95957","99223","99232",0.783418,0.5408081,0.5233028
"YX9354064","HOUSTON","TX",14,487,60218.03,0,0,0,14,487,60218.03,2.6208,"99233","99215","99223",0.7667692,0.7587574,0.6388849
"LK9885521","BETHPAGE","NY",28,6221,192902.1,2,5205,28609.16,26,1016,164292.94,1.6028,"99232","95819","99215",0.6372,0.6200075,0.5762222
"UE1033735","HUNTINGDON VALLEY","PA",10,1035,108846.71,0,0,0,10,1035,108846.71,2.1131,"99223","99232","99222",0.4348711,0.398178,0.3576294
"OH4404399","JASPER","AL",79,4610,246365.77,18,1182,7719.44,61,3428,238646.33,1.4088,"G0434","95957","95816",0.7718589,0.6790498,0.6614667
"VE7059537","TEXARKANA","TX",84,14520,351547.09,8,11283,158659.36,76,3237,192887.73,1.274,"95886","95819","95909",0.3777026,0.36828,0.3554661
"LE9603648","MIAMI","FL",15,1383,137307.35,0,0,0,15,1383,137307.35,3.2126,"99222","99215","99214",0.4714359,0.4457784,0.4166667
"JB9338034","PALOS HEIGHTS","IL",23,1786,243242.11,0,0,0,23,1786,243242.11,2.2924,"99214","99223","99205",0.5133342,0.4755172,0.4743917
"JJ8047712","FLUSHING","NY",6,61,9328.1,0,0,0,6,61,9328.1,1.1146,"99205","99214",NA,0.5040633,0.4971435,NA
"AK5796906","RALEIGH","NC",50,105693,1786664.56,18,103440,1598155.31,32,2253,188509.25,1.2531,"J2323","99214","J1110",0.5421579,0.4282628,0.4164274
"FD0461831","HOWELL","MI",24,1719,217702.27,NA,NA,NA,NA,NA,NA,1.4263,"99205","99214","99215",0.6667736,0.6118523,0.6040635
"DP0254134","SAN FRANCISCO","CA",10,421,82592.73,0,0,0,10,421,82592.73,1.6869,"99215","99223","99232",0.2601151,0.2578937,0.2313669
"TT4718625","PALMER","MA",20,725,55863.79,0,0,0,20,725,55863.79,1.3557,"99213","99214","99215",0.4594772,0.4563728,0.438927
"LH9449632","GILBERT","AZ",8,203,26458.66,0,0,0,8,203,26458.66,2.4263,"99223","99222","99233",0.5410576,0.5369987,0.5298065
"QW1934548","SIOUX FALLS","SD",22,1146,84385.15,0,0,0,22,1146,84385.15,1.1642,"99205","99215","99214",0.6350114,0.5317351,0.4963511
"IP5613725","PENSACOLA","FL",37,2019,170774.01,0,0,0,37,2019,170774.01,1.6313,"99204","99214","99215",0.7430205,0.7198612,0.7195313
"FZ3485964","SCARBOROUGH","ME",29,1124,64123.98,NA,NA,NA,NA,NA,NA,1.572,"99215","99214","99205",0.5742034,0.5685239,0.5494882
"SQ8292373","WILLOW GROVE","PA",27,355,54445.66,0,0,0,27,355,54445.66,1.6043,"99214","99233","99222",0.5057054,0.4537037,0.4437708
"DV3345506","HUNTSVILLE","TX",24,1222,155559.73,0,0,0,24,1222,155559.73,1.6711,"93228","93272","99233",0.6726667,0.6486667,0.2700675
"RQ2641979","ALPENA","MI",53,5285,633111.73,NA,NA,NA,NA,NA,NA,1.3603,"95951","99204","99212",0.7609713,0.6606494,0.655
"GI6350262","PHILADELPHIA","PA",4,286,13637.78,0,0,0,4,286,13637.78,1.6352,"99222","99238","99231",0.3136066,0.2685743,0.2681069
"DY0826775","GREAT NECK","NY",14,30205,238063.14,1,29700,163641.16,13,505,74421.98,1.4873,"J0585","99223","99205",0.267119,0.2059727,0.2030141
"UB2141388","MADISON","WI",26,286,30936.24,0,0,0,26,286,30936.24,1.705,"99223","99204","99221",0.3036952,0.2949555,0.2533882
"JC1882175","NASHVILLE","TN",16,268,31748.62,0,0,0,16,268,31748.62,1.3326,"99204","99214","99215",0.3666852,0.3529742,0.3217035
"MI0718458","PEORIA","IL",10,470,36783.72,NA,NA,NA,NA,NA,NA,1.3293,"99203","99213","99214",0.377559,0.3634411,0.3490019
"TE8013188","BRIDGEPORT","CT",16,722,92659.34,0,0,0,16,722,92659.34,1.4012,"99204","99215","99214",0.5323967,0.4883439,0.4812873
"VV7318764","MEDFORD","OR",38,661,19750.23,NA,NA,NA,NA,NA,NA,1.5649,"99215","36415","99214",0.2971435,0.278673,0.2380047
"YR9047653","EAU CLAIRE","WI",26,1112,104650.1,0,0,0,26,1112,104650.1,1.4368,"99213","99215","99214",0.2392411,0.234195,0.2337379
"RN5738553","AUGUSTA","GA",22,1096,136938.89,0,0,0,22,1096,136938.89,1.7844,"95957","99233","99223",0.3837089,0.3658482,0.3620057
"WM0356695","SAINT LOUIS","MO",18,384,108018.06,0,0,0,18,384,108018.06,1.8375,"99204","99213","99214",0.4373997,0.4318102,0.4233689
"OY3000742","GRAND JUNCTION","CO",34,960,83873.48,NA,NA,NA,NA,NA,NA,1.2737,"95886","99232","99204",0.3626848,0.3559195,0.344931
"XN5816385","SEATTLE","WA",12,100,11458.55,0,0,0,12,100,11458.55,2.1784,"99223","99213",NA,0.3670092,0.3307469,NA
"OA8070883","WARREN","MI",8,193,26238.49,0,0,0,8,193,26238.49,2.7751,"99232","99223",NA,0.5575305,0.4852005,NA
"OF7297770","LEXINGTON","KY",25,504,44931.18,0,0,0,25,504,44931.18,2.0556,"99233","99222","99232",0.3880819,0.3829575,0.382356
"LV5195182","MIDLAND","MI",21,560,68926.17,0,0,0,21,560,68926.17,1.2067,"99215","95816","99213",0.5352085,0.5080682,0.4843879
"HB4469616","DES MOINES","IA",66,6671,177167.82,1,5090,27955.72,65,1581,149212.1,1.435,"95813","95819","J0585",0.5126823,0.502911,0.456537
"TM3546460","CONCORD","MA",34,3459,113009.86,NA,NA,NA,NA,NA,NA,1.2314,"95816","99223","99222",0.3460182,0.3136426,0.2897686
"DQ4574484","WARRENTON","MO",23,660,56155.8,0,0,0,23,660,56155.8,1.0167,"72110","95831","72050",0.5062922,0.4007423,0.4002222
"NA5198249","PALO ALTO","CA",8,587,97864.69,0,0,0,8,587,97864.69,1.1029,"99214","99215","99205",0.3033351,0.3031952,0.2875323
"PX2322891","NEW ALBANY","IN",19,5213,233207.01,0,0,0,19,5213,233207.01,2.8692,"99204","95885","99213",0.5408848,0.5286535,0.5203442
"VO2236973","SAN JUAN","PR",25,1063,90659.57,0,0,0,25,1063,90659.57,1.5227,"92547","99232","95923",0.7696119,0.7673815,0.7618425
"VP9897733","SEAFORD","DE",8,577,67032.89,0,0,0,8,577,67032.89,1.4064,"99214","99204",NA,0.6038381,0.5113796,NA
"LA0801095","ANN ARBOR","MI",21,321,29153.45,0,0,0,21,321,29153.45,1.5045,"99214","99205","99215",0.6458289,0.5251522,0.319966
"FB4276211","WINNEBAGO","WI",10,824,25443.18,3,261,4728.06,7,563,20715.12,0.9571,"G0008","Q2037","90686",0.946,0.8383333,0.766087
"ST8025622","PITTSBURGH","PA",17,916,85057.84,0,0,0,17,916,85057.84,1.6474,"99222","99221","99214",0.5331748,0.5241333,0.4941475
"NU7880634","HERSHEY","PA",14,298,30816.54,0,0,0,14,298,30816.54,1.586,"99215","99214","99233",0.2703889,0.2642528,0.2282621
"TF7937090","LOS ANGELES","CA",23,1211,69307.56,0,0,0,23,1211,69307.56,1.6148,"G0453","95939","95938",0.3007817,0.2714362,0.2705901
"MD4387014","MIAMI","FL",23,11914,237368.79,3,11598,195691.99,20,316,41676.8,1.724,"99221","J0475","99215",0.3418462,0.3258633,0.3039653
"OE5160603","HACKENSACK","NJ",17,539,65887.65,0,0,0,17,539,65887.65,2.2576,"99205","99214","99223",0.3971333,0.3349021,0.3308018
"VC9826586","BATON ROUGE","LA",16,874,28392.13,NA,NA,NA,NA,NA,NA,0.9281,"99214","99213","95886",0.5428512,0.4122562,0.3751598
"HO2723207","ANN ARBOR","MI",11,70,6791.72,0,0,0,11,70,6791.72,1.6575,"99212","99213","99204",0.688801,0.601866,0.5243236
"DC3588438","ANN ARBOR","MI",32,1050,134012.41,0,0,0,32,1050,134012.41,2.153,"99205","99204","99214",0.3841176,0.3560052,0.3276573
"BE0559510","LEXINGTON","KY",20,712,63654.26,0,0,0,20,712,63654.26,1.431,"99223","99221","99232",0.3806251,0.3748278,0.3739222
"UV9526344","CHAPEL HILL","NC",34,798,69522.29,0,0,0,34,798,69522.29,1.6701,"99223","99215","99214",0.350362,0.3309005,0.3004959
"OO6626213","ROCKVILLE CENTRE","NY",39,1776,298282.39,0,0,0,39,1776,298282.39,1.5078,"92552","95930","96119",0.5834685,0.5597333,0.3455077
"II7295385","WILMINGTON","NC",83,12782,386232.71,8,9508,43602.5,75,3274,342630.21,1.2748,"J0585","99215","99213",0.5380969,0.4523102,0.4430107
"ME4877363","SAN FRANCISCO","CA",25,643,62331.41,0,0,0,25,643,62331.41,1.2384,"95887","95886","95910",0.2034047,0.2012704,0.1995306
"NK6317868","HOUSTON","TX",46,14693,489908.24,8,11716,153527.45,38,2977,336380.79,1.463,"J3301","99233","99215",0.4507952,0.3458336,0.3428993
"YO3362091","DORAL","FL",24,265,29916.39,0,0,0,24,265,29916.39,1.3984,"95886","99203","99214",0.6919091,0.5616364,0.4784329
"NS6388489","BURLINGTON","MA",13,249,28332.53,0,0,0,13,249,28332.53,1.4818,"99205","99215","99213",0.2526871,0.2244811,0.1999165
"HI0921913","TAYLOR","MI",53,6310,556949.66,2,1515,7573.15,51,4795,549376.51,2.4141,"99233","99223","99213",0.6387594,0.6366237,0.6270213
"KE1928339","CHICAGO","IL",18,2076,34982.42,NA,NA,NA,NA,NA,NA,1.4406,"99215","99214","99205",0.2778571,0.2739599,0.2386494
"MI4760082","MEDFORD","OR",28,221,29794.83,0,0,0,28,221,29794.83,1.2164,"95886","99215","99204",0.5798347,0.3216204,0.3020748
"QR5277751","ALTON","IL",35,1328,130533.34,NA,NA,NA,NA,NA,NA,1.601,"99304","99213","99204",0.6042361,0.5892554,0.5399345
"BY4269091","WINSTON SALEM","NC",28,465,57533.26,0,0,0,28,465,57533.26,1.9601,"99214","99215","95951",0.3015429,0.3010492,0.2955649
"HQ3363941","PHILADELPHIA","PA",14,235,25477.85,0,0,0,14,235,25477.85,1.7238,"99214","99204","99233",0.5206835,0.5188618,0.4872159
"DL1443276","ROCHESTER","MN",33,297,26251.44,0,0,0,33,297,26251.44,1.8593,"95885","95886","95913",0.4603509,0.4348414,0.3247596
"XI6593430","BUFFALO","NY",26,1617,59642.2,NA,NA,NA,NA,NA,NA,2.1264,"99223","99232","99222",0.5996165,0.586575,0.5825005
"XY4530449","GOODYEAR","AZ",27,776,66263.88,2,132,235.29,25,644,66028.59,1.1275,"64405","J3301","92540",0.3842457,0.359308,0.3200783
"OY5243538","PLAINVIEW","NY",47,5128,182162.95,3,4052,22124.55,44,1076,160038.4,1.2103,"99215","99214","99205",0.5169246,0.5163008,0.4190496
"ZX5643798","SAN ANTONIO","TX",27,8227,117921.99,4,7631,41944.05,23,596,75977.94,1.0993,"99205","95886","99213",0.3053562,0.2963111,0.2939897
"DC5756881","SAN BERNARDINO","CA",8,425,38151.24,0,0,0,8,425,38151.24,2.9472,"99222","95816","99232",0.5429593,0.4936284,0.4902888
"JQ0431960","ROCHESTER","NY",15,194,29098.38,0,0,0,15,194,29098.38,1.2099,"99214","99215","99205",0.5443289,0.498237,0.4190896
"UH2935241","CHICAGO","IL",18,656,73960.88,0,0,0,18,656,73960.88,2.3577,"95819","95816","99221",0.4246903,0.4201114,0.4173684
"SC6469944","IOWA CITY","IA",23,731,74627.21,0,0,0,23,731,74627.21,1.843,"99291","99221","99223",0.3656033,0.3650096,0.3646313
"OA6053019","FAYETTEVILLE","NC",25,680,53161.44,0,0,0,25,680,53161.44,1.4146,"99222","99221","99204",0.3184478,0.2739373,0.255138
"VT9683627","EUREKA","CA",38,10168,137335.98,3,9453,52011.93,35,715,85324.05,1.3876,"95874","95860","J0585",0.7654148,0.5403481,0.5322009
"TC6522487","FARMINGTON HILLS","MI",43,7014,379200.21,NA,NA,NA,NA,NA,NA,2.2092,"99233","99214","99223",0.6376537,0.6359323,0.6275908
"VK8225755","EDISON","NJ",26,825,117967.38,0,0,0,26,825,117967.38,1.5853,"99223","99292","99291",0.2019924,0.1827292,0.181853
"WL6347906","MELBOURNE","FL",23,846,92621.96,0,0,0,23,846,92621.96,2.3964,"99225","99232","99223",0.3923973,0.3889696,0.3881662
"QY9705595","SAVANNAH","GA",20,276,30597.06,NA,NA,NA,NA,NA,NA,2.2588,"99223","99232","99233",0.4656466,0.3962595,0.3914541
"PE2215416","NASHVILLE","TN",26,280,26392.07,0,0,0,26,280,26392.07,1.7746,"99213","99215","99214",0.4384426,0.4022194,0.379035
"SK6009305","COLUMBUS","OH",24,439,47232.6,0,0,0,24,439,47232.6,1.9133,"99222","99215","99214",0.428449,0.4109788,0.4082224
"JO7673699","LANSING","MI",30,873,71562.24,0,0,0,30,873,71562.24,1.6446,"99221","99232","99223",0.4489595,0.4447967,0.4286562
"AK1395746","ROANOKE","VA",21,847,113629.96,0,0,0,21,847,113629.96,1.9758,"95951","99223","99232",0.7760329,0.6010305,0.575349
"WM6678303","WASHINGTON","DC",19,715,93729.14,0,0,0,19,715,93729.14,1.6081,"99231","99232","99233",0.3765556,0.3751205,0.3737917
"RU5955329","WEST READING","PA",25,484,57275.61,NA,NA,NA,NA,NA,NA,1.5633,"95886","99204","99232",0.5126866,0.4498963,0.4395751
"KD9315329","BIRMINGHAM","AL",21,712,79700.71,0,0,0,21,712,79700.71,1.4054,"99223","99239","95962",0.305697,0.3036641,0.2786824
"GS8565606","ARDMORE","OK",37,3297,411403.78,0,0,0,37,3297,411403.78,1.3684,"64400","95813","G0181",0.604519,0.584685,0.4470331
"HC3529001","RICHARDSON","TX",31,1405,136666.17,NA,NA,NA,NA,NA,NA,1.4159,"99204","99214","99215",0.6532609,0.6262171,0.6121048
"ET2805498","OCEANSIDE","CA",33,4170,132395.51,3,3111,18709.87,30,1059,113685.64,1.5005,"99233","99239","99232",0.7840111,0.7840038,0.7810331
"WQ2106214","OCEAN SPRINGS","MS",53,2537,121569.5,NA,NA,NA,NA,NA,NA,1.4211,"99223","99233","99222",0.6009267,0.5287075,0.5190403
"QV9665831","TECUMSEH","MI",17,476,56884.41,0,0,0,17,476,56884.41,1.2475,"99223","99205","99214",0.62704,0.5495621,0.5296484
"RN3070948","LEWES","DE",31,1683,192630.38,NA,NA,NA,NA,NA,NA,1.3142,"95885","95819","95911",0.4373062,0.409399,0.4008514
"VS6424631","COON RAPIDS","MN",30,301,39542.71,0,0,0,30,301,39542.71,1.6054,"95886","99232","99223",0.2652521,0.2473661,0.2471568
"ZP5096379","OCEAN SPRINGS","MS",41,3040,137945.1,NA,NA,NA,NA,NA,NA,1.3622,"99223","99232","99231",0.6105739,0.4843648,0.3363254
"QP4184133","WATERLOO","IA",16,3728,281430.97,NA,NA,NA,NA,NA,NA,1.2321,"99213","99214","99204",0.3863275,0.3846021,0.3666888
"EY6534880","BATON ROUGE","LA",17,456,45587.29,0,0,0,17,456,45587.29,1.5327,"99233","99223","99205",0.3777645,0.3462347,0.3445991
"PQ2635949","CANTON","OH",43,1420,141755.05,NA,NA,NA,NA,NA,NA,1.735,"99222","99233","99221",0.5443964,0.5372256,0.5354176
"FY0954027","IRONWOOD","MI",32,1126,105862.43,0,0,0,32,1126,105862.43,1.8095,"99215","64615","95816",0.5669675,0.5193145,0.4964921
"PC7199664","BALTIMORE","MD",16,129,11100.76,0,0,0,16,129,11100.76,1.7323,"99214",NA,NA,0.2508749,NA,NA
"OH5395663","PLEASANT HILL","CA",43,9591,186411.75,1,8500,46653,42,1091,139758.75,1.7771,"99232","95910","62270",0.5244019,0.5235931,0.5226642
"LO3688744","ROSEVILLE","CA",24,13727,235316.23,1,12400,68170.4,23,1327,167145.83,1.3146,"J0585","99223","99232",0.5325658,0.2689721,0.2607623
"MI3311973","NEW ORLEANS","LA",16,203,16465.14,0,0,0,16,203,16465.14,1.9642,"99233","99231","99222",0.3666368,0.3641176,0.3567806
"QL2324152","SAN JOSE","CA",15,149,8442.86,0,0,0,15,149,8442.86,1.8871,"99203","99212","99213",0.2477353,0.1789051,0.1670379
